id,intitule,description,dateCreation,dateActualisation,romeCode,romeLibelle,appellationlibelle,typeContrat,typeContratLibelle,natureContrat,experienceExige,experienceLibelle,formations,competences,dureeTravailLibelle,dureeTravailLibelleConverti,alternance,nombrePostes,accessibleTH,qualificationCode,qualificationLibelle,codeNAF,secteurActivite,secteurActiviteLibelle,qualitesProfessionnelles,offresManqueCandidats,lieuTravail.libelle,lieuTravail.latitude,lieuTravail.longitude,lieuTravail.codePostal,lieuTravail.commune,entreprise.nom,entreprise.entrepriseAdaptee,salaire.libelle,contact.nom,contact.coordonnees1,contact.coordonnees2,contact.coordonnees3,agence.courriel,origineOffre.origine,origineOffre.urlOrigine,origineOffre.partenaires,entreprise.description,complementExercice,deplacementCode,deplacementLibelle,salaire.commentaire,salaire.complement1,entreprise.logo,entreprise.url,experienceCommentaire,langues,permis,contact.courriel,salaire.complement2
6855552,MÉDECIN URGENTISTE (H/F),"Nous recherchons pour le compte de notre client, des médecins généraliste pour renforcer les équipes d'un établissement situé dans le Nord (59)Servce des urgences qui enregistre environ 36 000 passages par an
il y a sur place 1 médecin pour la médecin, 1 Médecin pour l'UHCD et 1 Médecin Smuriste
Nous avons de nombreuses dates à pourvoir sur les prochains mois
En garde de 24h ou en journée
Rémunération: Nous consulter",2022-07-09T12:43:48.000Z,2023-12-12T10:40:57.000Z,J1102,Médecine généraliste et spécialisée,Médecin urgentiste,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,,,,,False,1,False,,,,,,,,59 - CAMBRAI,50.172628,3.240712,59400,59122,Appel Medical,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/6855552,"[{'nom': 'HANDICAP_JOB', 'url': 'https://www.handicap-job.com/recherche/detail/oid/4820390/medecin-urgentiste-fh.html', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/handicap_job80.png'}]","Rejoignez les 30 000 collaborateurs de l'Appel Médical et bénéficiez de nombreuses missions et emplois les plus adaptés à vos envies et compétences tout en profitant des nombreux services et avantages exclusifs.
Les fonctions ou intitulés se déclinent au féminin comme au masculin.",,,,,,,,,,,,
6846910,Technicien en automatisme industriel (H/F),"Description du poste :
Notre agence MOTIV Interim Charlieu recherche pour son client basé à Cours, un(e) Technicien de maintenance.
Les missions seront les suivantes :
- Installation, réglage et mise à niveau du matériel
- Nettoyage et réparation des éléments défectueux
- Gestion de la disponibilité permanente du matériel
- Rédaction des fiches techniques
- Participation à l'amélioration des procédures de maintenance
Connaissances exigées en mécanique, électrique, pneumatique et hydraulique.
Contrat en vue d'une mission longue
Taux horaire à définir selon profil
39H Hebdo.",2022-07-09T09:45:26.000Z,2024-01-06T11:39:06.000Z,H1208,Intervention technique en études et conception en automatisme,Technicien / Technicienne en informatique industrielle,MIS,Mission intérimaire - 3 Mois,Contrat travail,D,Débutant accepté,,,,,False,1,False,,,78.20Z,78,Activités des agences de travail temporaire,,,69 - COURS,46.098357,4.343788,69470,69066,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/6846910,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/23798414?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]","Motiv interim accompagne au quotidien entreprises et travailleurs pour mettre en relation les compétences et trouver le bon profil. Véritable concentré de services, notre réseau indépendant apporte son savoir-faire et sa réactivité dans vos recherches d'emploi.",,,,,,,,,,,,
6843181,Opticien / Opticienne (H/F),"Description du poste :
Devenez notre Opticien collaborateur H/F (ou Monteur Vendeur H/F) en CDI dans notre point de vente de DRANCY (93)
VOTRE ROLE :
Côté magasin, vous délivrez une prestation de santé visuelle de qualité à nos clients. Vous prenez en charge leur satisfaction de l'accueil jusqu'au suivi de l'équipement optique délivré.
Vous vérifiez la correction visuelle et vous cernez les habitudes de vie de chacun de vos clients pour lui proposer la solution verre personnalisée à ses besoins, en conformité avec l'ordonnance. Situé en centre-ville, la clientèle est fidèle et agréable.
Côté atelier, vous réalisez les montages des lunettes avec soin et précision, selon les normes en vigueur.
Une première expérience de 2/3 ans en magasin est recommandée pour ce poste.
Temps plein 39H.
Poste de travail ouvert à l'alternance (BTS OL)
LES AVANTAGES DE CE MAGASIN :
* Salaire fixe attractif
* Possibilité de travailler sur 4 jours
* Accessibilité en transports en commun
* Salle mise à disposition pour déjeuner
CE POSTE EST FAIT POUR VOUS, SI :
* Vous avez des compétences techniques et commerciales en optique.
* Vous aimez développer vos performances commerciales
* Vous préférez travailler en équipe et participer à la vie du magasin (inventaire, réassorts, tenue et organisation du magasin.)
LES ATOUTS QUI FERONT VOTRE DIFFERENCE :
* Vous appréciez la polyvalence et l'autonomie avec dynamisme
* Vous avez besoin d'évoluer au sein d'une équipe dynamique et soudée
* Le BTS OL est un plus pour ce poste
NOTRE VISION DU RECRUTEMENT :
Premier clin d'œil : Nous vous proposons un premier échange téléphonique avec nos RH si votre candidature respecte nos attentes
Deuxième clin d'œil : Après l'entretien téléphonique réussi, on vous donne rendez-vous au magasin pour rencontrer votre responsable. S'il bat des cils, on revient vers vous rapidement.
Pour nous faire de l'œil : Postulez en ligne, c'est déjà être réactif !
Ref : C159O50969",2022-07-09T08:31:12.000Z,2024-01-04T10:05:48.000Z,J1405,Optique - lunetterie,Opticien / Opticienne,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),,,,,False,1,False,,,,,,,,93 - DRANCY,48.926032,2.444913,93700,93029,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/6843181,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/23796636?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]","L'enseigne incube Abeye, une startup de la MedTech dont elle distribue en exclusivité française les lunettes intelligentes : Atol Zen, lunettes de détection de chute et Lexilens, lunettes d'aide à la lecture pour dyslexiques.
Fondée en 1970, Atol les opticiens (Association des Techniciens en Optique et Lunetterie) appuie son développement sur sa structure 100% coopérative, contrôlée par des opticiens de métier, et animée par des professionnels compétents, tournés avant tout...",,,,,,,,,,,,
6496788,INFIRMIER DE (H/F),"Nous recherchons pour le compte de notre client proche de Cavaillon, en service des urgences, un Infirmier (H/F) diplômé disponible en jour ou en nuit selon besoin.
Remplacements (en jour/nuit) également sur d'autres services : n'hésitez pas à nous contacter.Vos tâches principales : 
- Evaluer la douleur des patients handicapés qui ne sont pas tous autonomes 
- Respecter l'ordre des soins en cas de patient en isolement dans le service 
- Participer au retour à l'autonomie du patient 
- Répondre aux sonnettes 
- Assurer le suivi des soins prodigués au patient en procédant à la transtâche des informations à l'équipe de relève 
- Accompagnement du patient et de sa famille 
- Accompagnement du patient lors de visite médicale à l'extérieur de la structure.",2022-07-02T06:35:14.000Z,2023-12-31T05:25:39.000Z,J1506,Soins infirmiers généralistes,Infirmier / Infirmière de soins généraux,MIS,Mission intérimaire - 1 Mois,Contrat travail,D,Débutant accepté,,,,,False,1,False,,,78.20Z,78,Activités des agences de travail temporaire,,,84 - CAVAILLON,43.848309,5.031757,84300,84035,Appel Medical,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/6496788,"[{'nom': 'HANDICAP_JOB', 'url': 'https://www.handicap-job.com/recherche/detail/oid/4786810/infirmier-de-fh.html', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/handicap_job80.png'}]","Rejoignez les 30 000 collaborateurs de l'Appel Médical et bénéficiez de nombreuses missions et emplois les plus adaptés à vos envies et compétences tout en profitant des nombreux services et avantages exclusifs.
Les fonctions ou intitulés se déclinent au féminin comme au masculin.",,,,,,,,,,,,
6472509,INFIRMIER DE (H/F),"Nous recherchons pour le compte de notre client un Infirmier (H/F) pour un établissement hospitalier en service de médecine.
Horaires en matin ou soir, possibilité de travailler en nuit selon vos disponibilités.Vos tâches principales :
 - Soins préopératoires : administrer les prémédications,
 - Soins postopératoires selon les prescriptions médicales ou relevant de son rôle propre (médicaments, injections, pansements, surveillance des diurèses, sonde vésicale, change de redons, perfusion, injection, points de ponctions, prise des constantes, .)
 - Suivi de l'état du patient : ECG, télémétrie, surveillance régulière, visite avec les médecins, transmettre toute information nécessaire au médecin concernant l'état de santé du patient
 - Assurer le suivi des soins prodigués au patient en procédant à la transtâche des informations à l'équipe de relève
 - Accompagnement du patient et de sa famille",2022-07-01T17:50:33.000Z,2023-12-31T05:25:41.000Z,J1506,Soins infirmiers généralistes,Infirmier / Infirmière de service hospitalier,MIS,Mission intérimaire - 2 Jour(s),Contrat travail,D,Débutant accepté,,,,,False,1,False,,,78.20Z,78,Activités des agences de travail temporaire,,,38 - RIVES,45.35391,5.501321,38140,38337,Appel Medical,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/6472509,"[{'nom': 'HANDICAP_JOB', 'url': 'https://www.handicap-job.com/recherche/detail/oid/4849442/infirmier-de-fh.html', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/handicap_job80.png'}]","Rejoignez les 30 000 collaborateurs de l'Appel Médical et bénéficiez de nombreuses missions et emplois les plus adaptés à vos envies et compétences tout en profitant des nombreux services et avantages exclusifs.
Les fonctions ou intitulés se déclinent au féminin comme au masculin.",,,,,,,,,,,,
6472426,INFIRMIER DE (H/F),"Nous recherchons pour le compte de notre client, un Infirmier (H/F) pour un  EHPAD.
Les tâches sont d'une durée de 7 heures.
L'établissement se situe entre le pays voironnais et Chambéry.Vos tâches principales :
- planifier et assurer l'exécution des soins sur prescriptions médicales.
- veiller à la continuité des soins infirmiers courants et techniques.
- Soins de nursing
- Surveiller tous les paramètres cliniques
- Participer à la réfection des pansements
- Dispenser des soins préventifs (escarres)
- Proposer une prescription de médicaments",2022-07-01T17:50:16.000Z,2023-12-31T05:25:40.000Z,J1506,Soins infirmiers généralistes,Infirmier / Infirmière de soins généraux,MIS,Mission intérimaire - 2 Jour(s),Contrat travail,D,Débutant accepté,,,,,False,1,False,,,78.20Z,78,Activités des agences de travail temporaire,,,38 - MIRIBEL LES ECHELLES,45.435085,5.707236,38380,38236,Appel Medical,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/6472426,"[{'nom': 'HANDICAP_JOB', 'url': 'https://www.handicap-job.com/recherche/detail/oid/4849446/infirmier-de-fh.html', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/handicap_job80.png'}]","Rejoignez les 30 000 collaborateurs de l'Appel Médical et bénéficiez de nombreuses missions et emplois les plus adaptés à vos envies et compétences tout en profitant des nombreux services et avantages exclusifs.
Les fonctions ou intitulés se déclinent au féminin comme au masculin.",,,,,,,,,,,,
6471949,INFIRMIER DE (H/F),"Nous recherchons pour le compte de notre client, un Infirmier (H/F) pour un  EHPAD.
Les tâches sont d'une durée de 7 heures.
L'établissement se situe entre le pays voironnais et Chambéry.Vos tâches principales :
- planifier et assurer l'exécution des soins sur prescriptions médicales.
- veiller à la continuité des soins infirmiers courants et techniques.
- Soins de nursing
- Surveiller tous les paramètres cliniques
- Participer à la réfection des pansements
- Dispenser des soins préventifs (escarres)
- Proposer une prescription de médicaments",2022-07-01T17:48:37.000Z,2023-12-31T05:25:41.000Z,J1506,Soins infirmiers généralistes,Infirmier / Infirmière de soins généraux,MIS,Mission intérimaire - 2 Jour(s),Contrat travail,D,Débutant accepté,,,,,False,1,False,,,78.20Z,78,Activités des agences de travail temporaire,,,38 - ST LAURENT DU PONT,45.398121,5.722095,38380,38412,Appel Medical,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/6471949,"[{'nom': 'HANDICAP_JOB', 'url': 'https://www.handicap-job.com/recherche/detail/oid/4849445/infirmier-de-fh.html', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/handicap_job80.png'}]","Rejoignez les 30 000 collaborateurs de l'Appel Médical et bénéficiez de nombreuses missions et emplois les plus adaptés à vos envies et compétences tout en profitant des nombreux services et avantages exclusifs.
Les fonctions ou intitulés se déclinent au féminin comme au masculin.",,,,,,,,,,,,
6390341,INFIRMIER DE (H/F),"Nous recherchons pour le compte de notre client un Infirmier (H/F) pour le réputé hôpital AVICENNE APHP situé à Bobigny (93).
Plusieurs services de soins et horaires sont proposés selon vos compétences et disponibilités.
Possibilité de prendre des tâches de matin, d'après midi, de journée complète ou de nuit.Nous proposons des tâches régulières ou ponctuelles en journée ou en nuit 
Plein de services différents à vous proposer :  gériatrie, gastro, diabétologie, CHIRURGIE , urgences, réanimation...
L'hôpital nous transmets de nombreuses tâches en avance ce qui vous permet d'établir votre planning selon vos envies et les compétences que vous souhaitez développer.",2022-06-30T08:44:44.000Z,2023-12-31T05:25:39.000Z,J1506,Soins infirmiers généralistes,Infirmier / Infirmière de service hospitalier,MIS,Mission intérimaire - 5 Jour(s),Contrat travail,D,Débutant accepté,,,,,False,1,False,,,78.20Z,78,Activités des agences de travail temporaire,,,93 - BOBIGNY,48.907365,2.443342,93000,93008,Appel Medical,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/6390341,"[{'nom': 'HANDICAP_JOB', 'url': 'https://www.handicap-job.com/recherche/detail/oid/4846871/infirmier-de-fh.html', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/handicap_job80.png'}]","Rejoignez les 30 000 collaborateurs de l'Appel Médical et bénéficiez de nombreuses missions et emplois les plus adaptés à vos envies et compétences tout en profitant des nombreux services et avantages exclusifs.
Les fonctions ou intitulés se déclinent au féminin comme au masculin.",,,,,,,,,,,,
6253818,AIDE SOIGNANT (H/F),"Nous recherchons pour le compte de notre client, un établissement pour personnes âgées située sur le plateau de l'Aubrac, un aide-soignant H/F pour effectuer des remplacements en intérim.Votre rôle est d'assister les personnes âgées dans les activités de la vie quotidienne. 
Vous assurez ainsi le bien-être et le confort du résident en l'aidant avec empathie et sympathie dans des tâches comme le lever, la toilette, l'habillage ou le coucher. 
Vous accompagnez les personnes âgées à la salle à manger et les aidez à s'alimenter. 
Vous pouvez également apporter le repas en chambre et les inciter à manger pour prévenir la dénutrition. 
Vous aidez le résident à assurer ses soins esthétiques et pouvez l'accompagner dans ses sorties.
Taux horaire selon ancienneté et collection collective de l'établissement.
Frais de déplacement pris en charge (1 aller-retour/jour pour le trajet domicile-lieu de tâche)",2022-06-28T06:22:34.000Z,2023-12-29T20:34:25.000Z,J1501,"Soins d'hygiène, de confort du patient",Aide-soignant / Aide-soignante,MIS,Mission intérimaire - 20 Jour(s),Contrat travail,D,Débutant accepté,,,,,False,1,False,,,78.20Z,78,Activités des agences de travail temporaire,,,12 - MONTPEYROUX,44.637078,2.799341,12210,12156,Appel Medical,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/6253818,"[{'nom': 'HANDICAP_JOB', 'url': 'https://www.handicap-job.com/recherche/detail/oid/4845070/aide-soignant-fh.html', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/handicap_job80.png'}]","Rejoignez les 30 000 collaborateurs de l'Appel Médical et bénéficiez de nombreuses missions et emplois les plus adaptés à vos envies et compétences tout en profitant des nombreux services et avantages exclusifs.
Les fonctions ou intitulés se déclinent au féminin comme au masculin.",,,,,,,,,,,,
6135158,Vendeur (H/F),"Description du poste :
""UTILE aux PROS""
Chez BRICOMAN, être l'allié efficace des professionnels qui construisent, rénovent et entretiennent est notre ambition et ce qui nous anime au quotidien.
BRICOMAN est, en quelques années, devenu un acteur majeur dans la distribution professionnelle de matériaux de construction.
Avec plus de 2300 collaborateurs et près de 40 points de vente en France, BRICOMAN poursuit son développement national comme à l'étranger.
BRICOMAN peut compter sur la force d'un groupe, ADEO : 3ème acteur mondial sur le marché de l'habitat avec ses autres enseignes telles Leroy Merlin, Weldom, Zodio....
Être un acteur mondial de l'habitat, ça n'empêche pas la proximité ! Avoir un habitat sain, confortable, adapté à son environnement, c'est l'un des fondements du bien-être des hommes !
Ainsi nos offres et nos produits sont adaptés aux spécificités locales, aux besoins des habitants et aux méthodes utilisées par les professionnels.
Tu veux être ""UTILE AUX PROS"" et vivre cette ""PASSION DU BATIMENT"" avec nous ? Rejoins-nous !
Tes missions :
-Tu es l'interlocuteur.trice privilégié.e de tes clients : Professionnels du bâtiment avertis que tu connais très bien. Tu sais les accueillir, répondre à leur besoin et suivre leur chantier.
-Tu connais les produits, leur usage et leur mise en œuvre
-Tu gères tes linéaires (mise en rayon, balisage, propreté) pour que nos clients soient toujours satisfaits et trouvent toujours le produit qu'ils viennent chercher
Description du profil :
Homme / Femme d'actions et de terrain, tes expériences dans la vente ou dans la pose de produits du bâtiment sont des incontournables pour cette mission.
Tu es doté.e d'un bon relationnel client, tu as le sens du service et le goût du challenge en équipe, rejoins la team BRICOMAN !",2022-06-25T09:53:14.000Z,2023-12-21T14:34:13.000Z,D1212,Vente en décoration et équipement du foyer,Vendeur / Vendeuse en informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,,,,,False,1,False,,,,,,,,13 - MARSEILLE 07,43.280537,5.360935,13007,13207,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/6135158,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/jobads/23548287?utm_source=pole-emploi&utm_medium=aggregator-free', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]",,,,,,,,,,,,,
6092376,Maçon (H/F),"Entreprise de maçonnerie recherche un(e) maçon(ne) en Maçonnerie traditionnelle (chapes, dalles, carrelage, pavage, construction neuve et rénovation). Les chantiers sont sur Metz et sur les alentours proches. Le candidat doit être motivé, sérieux et rigoureux. Le Permis B est nécessaire pour le déplacement sur les chantiers. Une expérience est indispensable. Salaire à négocier en fonction de l'expérience (15 à 18 €/heure)

Nous mettons à disposition les équipements sanitaires nécessaires à votre sécurité : gants, masques, gel hydroalcoolique et les chantiers sont tous en extérieur.",2022-06-24T16:32:37.000Z,2023-12-24T16:22:23.000Z,F1703,Maçonnerie,Maçon / Maçonne,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,,,,,False,1,False,3,"Ouvrier qualifié (P1,P2)",,,,,,57 - METZ,49.108385,6.194897,57000,57463,,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/6092376,"[{'nom': 'FFB Grand Est', 'url': 'https://emploi.grandest.construction/offre/recherche-macon-cdi-secteur-metz', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/ffb_grand_est80.png'}]",ARTISAN,,,,,,,,,,,,
6021069,INFIRMIER EN RÉANIMATION (H/F),"Nous recherchons pour le compte de notre client, un infirmier (F/H) diplômé d'état  pour des remplacements ponctuels en vacation en service de réanimation. Poste de jour ou de nuit en 12h.En collaboration avec l'équipe médicale, votre rôle :
- Accueil des malades et de leur famille dans l'urgence. Il est souvent nécessaire "" d'intuber "" le patient pour le placer sous assistance respiratoire. 
- Mise en condition du malade : installation de nombreux appareils qui permettront une surveillance étroite et continue.
- Pose de perfusion pour injecter rapidement les médicaments prescrits. Pose de sonde urinaire, sonde gastrique, sonde à oxygène.
- Assister le réanimateur dans ses actes techniques : pose de voies centrales, réalisation des trachéotomies, pose de sondes de stimulation ( pacemaker), fibroscopie bronchique ou gastrique.
L'infirmière doit agir très rapidement à la moindre alerte des appareils de surveillance qui permettent de détecter :
- arrêt cardiaque nécessitant un massage cardiaque externe qui peut durer plusieurs minutes.
- troubles du rythme cardiaque nécessitant l'usage du défibrillateur afin de rétablir une activité cardiaque correcte .
- troubles respiratoires, si le patient n'a pas été intubé à son entrée, nécessitant une intubation très rapide.",2022-06-23T15:39:23.000Z,2023-12-21T08:41:48.000Z,J1506,Soins infirmiers généralistes,Infirmier / Infirmière de soins généraux,MIS,Mission intérimaire - 1 Mois,Contrat travail,D,Débutant accepté,,,,,False,1,False,,,78.20Z,78,Activités des agences de travail temporaire,,,30 - NIMES,43.814652,4.356289,30000,30189,Appel Medical,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/6021069,"[{'nom': 'HANDICAP_JOB', 'url': 'https://www.handicap-job.com/recherche/detail/oid/4838658/infirmierhf-en-reanimation.html', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/handicap_job80.png'}]","Rejoignez les 30 000 collaborateurs de l'Appel Médical et bénéficiez de nombreuses missions et emplois les plus adaptés à vos envies et compétences tout en profitant des nombreux services et avantages exclusifs.
Les fonctions ou intitulés se déclinent au féminin comme au masculin.",,,,,,,,,,,,
6011153,AIDE SOIGNANT (H/F),"Nous recherchons pour le compte de notre client, un établissement privé de personnes âgées dépendantes proche de Carpentras, un Aide Soignant (H/F), un Aide Médico Psychologique (H/F) ou Accompagnant Éducatif et Social (H/F) pour des remplacements réguliers.
Contactez-nous afin de faire le point ensemble sur vos disponibilités (même ponctuelles).Nous recrutons un Aide Soignant (H/F), un Aide Médico Psychologique (H/F) ou Accompagnant Éducatif et Social (H/F) diplômé pour travailler en maison de retraite.
Les tâches principales sont de :
- Dispenser les soins d'hygiène et de confort,
- Surveillance (prise de température, identification des changements des comportements du patient...),
- Surveillance et aide à l'alimentation, à l'hydratation,
- Soins préventifs,
- Accueillir et installer la personne et son entourage,
- Informer la personne des soins courants dispensés,
- Entretenir l'environnement immédiat de la personne.",2022-06-23T13:38:25.000Z,2023-12-21T08:41:47.000Z,J1501,"Soins d'hygiène, de confort du patient",Aide-soignant / Aide-soignante,MIS,Mission intérimaire - 10 Jour(s),Contrat travail,D,Débutant accepté,,,,,False,1,False,,,78.20Z,78,Activités des agences de travail temporaire,,,84 - CARPENTRAS,44.062749,5.057038,84200,84031,Appel Medical,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/6011153,"[{'nom': 'HANDICAP_JOB', 'url': 'https://www.handicap-job.com/recherche/detail/oid/4786701/aide-soignant-fh.html', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/handicap_job80.png'}]","Rejoignez les 30 000 collaborateurs de l'Appel Médical et bénéficiez de nombreuses missions et emplois les plus adaptés à vos envies et compétences tout en profitant des nombreux services et avantages exclusifs.
Les fonctions ou intitulés se déclinent au féminin comme au masculin.",,,,,,,,,,,,
5957939,"""Entretien des espaces verts"" (H/F)","""Réunion d'information et recrutementle jeudi 12 JUILLET à 8H00A la ferme des granges : 92 RUE MAURICE BERTEAUX 91120 PALAISEAUNature du contrat : Un contrat à durée déterminée d'insertion (CDDI) de 12 mois, éventuellement renouvelable Rémunéré au SMIC horaire 28 heures par semaine du Lundi au Vendredi(jeudi repos)Niveau linguistique : Comprendre une consigne simple.Appétence et motivation : Aimer le travail manuel à l'extérieur Une motivation, un intérêt pour les espaces verts sont nécessaires. Les candidat-e-s peuvent avoir un projet différent du support d'activité. Etre capable de travailler et de vivre en groupe Une formation est prévue en début de contrat pour aider à la prise de poste. De même, il est indispensable d'adhérer aux 3 temps du dispositif : la production, l'accompagnement socioprofessionnel et la formation. Permis de conduire souhaitableCondition physique : Station debout prolongée Port de charges jusqu'à 20 kgDescriptif de l'activité : Le chantier d'insertion a été créé à Palaiseau en 2004.Production Entretien et restauration des espaces naturels et espaces verts Entretien et restauration des Rigoles du plateau Saclay Débroussaillage, tonte et taille Abattage sélectif d'arbres Fauchage et ramassage Débroussaillage de la végétation semi-ligneuse et ligneuse, évacuation des bois façonnés , traitement des rémanents. Débroussaillage sélectif et élagage des branches basses, plantation de végétaux, Pose maçonnée de pierres, jointoiement, faîtageAccompagnement socio-professionnelLes salariés bénéficient d'un accompagnement autour du projet professionnel, d'un soutien à la levée des freins et d'un appui aux démarches de retour vers l'emploi.Cet accompagnement est réalisé via des entretiens individuels, des ateliers collectifs et d'une période d'immersion en entreprise (PMSMP) obligatoire.Un travail en lien avec le prescripteur est assuré durant le parcours du salarié sur le chantier.Pendant la durée du chantier, le salarié continuera d'être accompagné par son référent de parcours.Formation : Formation technique interne sur l'utilisation, l'entretien des outils, les techniques liées aux espaces verts Formation avec le CFPPA de bougainville : engazonnement, fleurissement, maçonnerie paysagère Sauveteur Secouriste du Travail (SST) Manutention et prévention""",2022-06-22T12:47:31.000Z,2023-11-04T19:24:48.000Z,A1203,Aménagement et entretien des espaces verts,Agent / Agente d'entretien des parcs et jardins,CDD,Contrat à durée déterminée - 6 Mois,Contrat travail,D,Débutant accepté,,,,,False,1,False,,,,,,,,91 - Essonne,,,,,"""ETUDES ET CHANTIERS IDF""",False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/5957939,"[{'nom': 'MYMATCHUP', 'url': 'https://mymatchup.fr/offre-d-emploi/9475/jardinier-jardiniere-despaces-verts-palaiseau-91120', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/mymatchup80.png'}]",,,,,,,,,,,,,
5880645,AIDE SOIGNANT (H/F),"Nous sommes en recherche d'un aide-soignant (H/F) pour le compte d'un centre de rééducation fonctionnelle proche de Nyons.
Nous pouvons proposer des postes de jour ou de nuit selon les besoins sur ce service.
Diverses tâches sont à pourvoir tout au long de l'année, n'hésitez pas à nous contacter même si vous n'êtes pas disponible sur cette période.Les tâches principales sont de :
- Dispenser les soins d'hygiène et de confort,
- Surveillance (prise de température, identification des changements des comportements du patient...),
- Surveillance et aide à l'alimentation, à l'hydratation,
- Soins préventifs,
- Accueillir et installer la personne et son entourage,
- Informer la personne des soins courants dispensés,
- Entretenir l'environnement immédiat de la personne...",2022-06-21T11:53:22.000Z,2023-12-19T08:42:04.000Z,J1501,"Soins d'hygiène, de confort du patient",Aide-soignant / Aide-soignante,MIS,Mission intérimaire - 21 Jour(s),Contrat travail,D,Débutant accepté,,,,,False,1,False,,,78.20Z,78,Activités des agences de travail temporaire,,,26 - NYONS,44.355605,5.126141,26110,26220,Appel Medical,False,,,,,,,2,https://candidat.pole-emploi.fr/offres/recherche/detail/5880645,"[{'nom': 'HANDICAP_JOB', 'url': 'https://www.handicap-job.com/recherche/detail/oid/4832760/aide-soignant-fh.html', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/handicap_job80.png'}]",Rejoignez les 30 000 collaborateurs de l'Appel Médical et bénéficiez de nombreuses missions et emplois les plus adaptés à vos envies et compétences tout en profitant des nombreux services et avantages exclusifs.,,,,,,,,,,,,
